session_id,user_id,tool_id,session_date,duration_min
S01532,U1202,T06,2024-09-25,16
S01533,U0395,T06,2024-08-12,16
S01534,U1998,T02,2025-08-31,125
S01535,U0999,T03,2024-10-29,72
S01536,U1357,T03,2025-10-08,176
S01537,U0294,T09,2026-03-02,129
S01538,U1388,T03,2023-08-06,107
S01539,U0176,T04,2023-04-13,120
S01540,U0682,T09,2026-03-24,134
S01541,U0222,T04,2023-03-27,156
S01542,U2054,T06,2023-05-05,178
S01543,U1454,T10,2026-02-02,174
S01544,U0521,T04,2024-04-20,82
S01545,U1730,T01,2024-10-28,37
S01546,U2049,T02,2024-04-05,135
S01547,U0988,T10,2023-05-23,93
S01548,U0604,T04,2024-06-27,135
S01549,U2002,T09,2026-04-09,180
S01550,U1171,T01,2023-09-23,168
S01551,U1380,T08,2025-04-28,159
S01552,U1362,T10,2023-08-09,44
S01553,U0847,T09,2025-01-26,151
S01554,U0650,T08,2025-08-04,98
S01555,U1715,T02,2025-06-22,116
S01556,U1107,T10,2025-11-18,15
S01557,U0032,T06,2025-02-08,30
S01558,U0799,T06,2024-01-15,15
S01559,U0419,T10,2023-02-02,169
S01560,U2176,T08,2023-02-08,143
S01561,U0924,T08,2023-12-07,74
S01562,U1576,T02,2023-07-18,17
S01563,U2425,T02,2026-02-19,85
S01564,U0986,T09,2024-03-23,122
S01565,U1919,T03,2024-11-16,18
S01566,U1769,T02,2024-03-24,31
S01567,U1295,T03,2025-03-01,170
S01568,U1971,T01,2024-07-23,24
S01569,U0903,T02,2024-08-27,50
S01570,U0270,T01,2025-12-02,18
S01571,U0815,T06,2023-05-20,153
S01572,U1786,T09,2025-12-31,121
S01573,U0939,T10,2023-05-10,12
S01574,U1279,T01,2024-06-20,25
S01575,U0941,T08,2024-12-14,78
S01576,U2350,T05,2024-07-02,153
S01577,U1978,T10,2025-12-03,157
S01578,U1148,T09,2023-06-18,174
S01579,U1422,T06,2025-03-16,21
S01580,U2411,T01,2024-01-01,13
S01581,U0320,T03,2025-03-14,119
S01582,U1385,T04,2023-07-30,63
S01583,U0588,T10,2023-04-02,90
S01584,U0936,T07,2023-08-26,116
S01585,U1314,T01,2024-06-11,138
S01586,U0468,T04,2023-11-13,14
S01587,U1652,T05,2025-05-10,159
S01588,U0655,T09,2023-09-19,73
S01589,U2337,T01,2025-11-27,96
S01590,U1487,T02,2025-07-15,51
S01591,U1593,T05,2024-07-25,87
S01592,U1916,T04,2023-07-04,95
S01593,U1927,T06,2024-07-30,160
S01594,U0542,T05,2023-01-21,111
S01595,U0412,T10,2023-05-21,172
S01596,U2486,T08,2025-10-24,152
S01597,U1854,T04,2024-07-13,135
S01598,U1130,T09,2025-06-16,55
S01599,U1060,T08,2023-07-05,39
S01600,U0750,T09,2024-05-04,92
S01601,U1118,T03,2023-05-14,134
S01602,U0560,T03,2026-02-23,112
S01603,U0114,T03,2023-09-24,177
S01604,U0023,T06,2024-03-12,87
S01605,U1887,T06,2025-09-04,26
S01606,U2383,T04,2024-05-11,123
S01607,U0298,T10,2024-09-25,157
S01608,U0954,T07,2023-05-06,82
S01609,U2254,T07,2023-08-08,110
S01610,U0004,T09,2024-08-18,144
S01611,U0065,T05,2023-05-07,76
S01612,U0842,T07,2025-03-06,115
S01613,U0995,T06,2024-04-13,27
S01614,U0106,T02,2024-10-04,56
S01615,U0835,T10,2023-11-19,120
S01616,U1446,T05,2025-11-28,116
S01617,U1486,T07,2023-01-18,161
S01618,U1750,T09,2023-04-29,33
S01619,U2434,T07,2025-08-18,123
S01620,U0086,T02,2023-04-08,158
S01621,U2060,T06,2023-10-24,137
S01622,U1339,T03,2025-08-23,15
S01623,U2258,T06,2024-03-01,36
S01624,U0550,T10,2026-01-30,63
S01625,U1484,T03,2023-05-28,124
S01626,U1593,T09,2024-12-10,166
S01627,U2064,T10,2024-10-22,82
S01628,U2215,T05,2025-07-20,37
S01629,U0791,T09,2024-05-30,174
S01630,U1291,T06,2024-10-04,143
S01631,U1103,T02,2025-10-24,65
S01632,U0234,T02,2023-04-21,109
S01633,U1593,T05,2023-03-24,78
S01634,U1985,T07,2024-10-26,126
S01635,U2069,T08,2025-10-09,144
S01636,U0430,T08,2024-04-25,165
S01637,U0302,T09,2025-02-04,70
S01638,U0560,T07,2024-06-05,22
S01639,U1617,T07,2024-05-29,76
S01640,U2012,T05,2026-04-02,56
S01641,U1474,T06,2025-01-01,24
S01642,U0723,T08,2024-10-13,11
S01643,U1351,T06,2024-09-23,178
S01644,U1558,T02,2024-02-10,138
S01645,U1305,T08,2025-09-23,152
S01646,U1594,T09,2023-09-09,135
S01647,U0082,T10,2024-02-11,165
S01648,U0882,T09,2024-02-07,87
S01649,U0261,T01,2024-02-21,173
S01650,U1223,T03,2024-01-02,163
S01651,U1153,T01,2023-11-05,69
S01652,U0220,T04,2023-01-08,142
S01653,U1172,T02,2023-05-23,160
S01654,U1250,T04,2025-08-01,39
S01655,U1797,T07,2023-07-28,36
S01656,U0268,T01,2023-02-08,139
S01657,U1232,T02,2024-06-07,163
S01658,U1881,T10,2023-08-19,92
S01659,U2350,T05,2025-09-15,138
S01660,U1298,T02,2026-01-25,23
S01661,U0174,T04,2025-09-21,126
S01662,U0867,T07,2026-03-16,125
S01663,U1509,T01,2025-10-28,99
S01664,U1029,T09,2024-01-25,74
S01665,U2430,T03,2026-01-04,133
S01666,U0823,T05,2023-01-20,76
S01667,U0953,T09,2023-09-06,101
S01668,U1771,T03,2024-05-05,97
S01669,U0827,T08,2024-09-18,150
S01670,U0605,T10,2026-02-19,172
S01671,U1817,T07,2025-08-12,161
S01672,U0021,T07,2023-08-24,134
S01673,U0382,T07,2024-12-11,180
S01674,U0109,T07,2026-04-13,175
S01675,U2143,T03,2024-04-14,161
S01676,U2222,T02,2024-09-11,141
S01677,U0364,T10,2023-02-17,152
S01678,U1579,T10,2026-01-06,93
S01679,U1544,T10,2025-12-26,130
S01680,U0374,T03,2024-11-15,22
S01681,U1379,T09,2023-09-30,76
S01682,U2197,T03,2025-11-17,153
S01683,U0647,T04,2023-01-06,38
S01684,U1143,T07,2024-05-19,167
S01685,U0021,T06,2026-01-17,97
S01686,U0557,T06,2024-04-11,27
S01687,U0689,T08,2025-02-11,126
S01688,U0882,T07,2025-05-04,77
S01689,U1673,T07,2023-08-26,98
S01690,U1016,T09,2023-09-05,20
S01691,U1978,T05,2025-09-08,155
S01692,U1747,T04,2024-03-29,49
S01693,U0874,T03,2025-08-22,178
S01694,U2111,T08,2023-12-14,24
S01695,U1617,T05,2026-01-01,33
S01696,U1731,T08,2023-02-19,70
S01697,U1484,T04,2025-04-03,8
S01698,U0544,T09,2025-09-01,163
S01699,U0254,T06,2025-05-15,93
S01700,U1445,T03,2023-06-07,98
S01701,U0331,T01,2023-03-17,37
S01702,U1189,T03,2024-03-06,56
S01703,U0537,T09,2025-03-08,106
S01704,U1367,T09,2025-06-07,23
S01705,U2401,T07,2025-01-01,42
S01706,U0601,T02,2024-04-20,85
S01707,U1867,T09,2025-02-22,94
S01708,U0902,T09,2023-09-26,50
S01709,U0724,T05,2024-08-25,65
S01710,U0932,T08,2023-11-15,47
S01711,U1433,T03,2024-07-07,159
S01712,U1910,T05,2023-11-11,18
S01713,U1110,T05,2024-08-26,63
S01714,U0388,T10,2024-11-14,176
S01715,U0616,T02,2024-08-02,163
S01716,U1165,T05,2025-10-10,89
S01717,U1376,T07,2025-07-03,6
S01718,U0151,T05,2023-03-28,103
S01719,U1744,T03,2025-12-16,80
S01720,U0479,T07,2025-09-17,177
S01721,U1652,T02,2025-09-30,31
S01722,U0273,T10,2025-05-05,120
S01723,U1256,T04,2026-02-05,161
S01724,U1104,T01,2024-07-13,39
S01725,U1196,T08,2023-10-20,169
S01726,U1177,T08,2023-12-01,114
S01727,U1231,T05,2024-02-24,47
S01728,U0976,T02,2025-03-17,9
S01729,U2005,T10,2023-11-05,171
S01730,U1590,T05,2024-05-18,99
S01731,U0604,T03,2026-01-27,111
S01732,U1852,T06,2023-09-17,143
S01733,U1966,T05,2024-07-08,111
S01734,U2466,T09,2025-07-08,114
S01735,U1400,T03,2025-01-29,11
S01736,U2059,T10,2024-08-09,33
S01737,U1325,T04,2025-02-11,8
S01738,U0924,T05,2023-09-17,92
S01739,U0766,T07,2025-09-18,50
S01740,U0488,T08,2024-01-30,169
S01741,U1946,T02,2023-05-21,27
S01742,U2478,T06,2025-09-04,151
S01743,U1288,T09,2025-07-15,114
S01744,U1525,T03,2024-03-19,101
S01745,U2031,T02,2026-01-06,132
S01746,U1382,T09,2023-01-20,87
S01747,U1697,T02,2024-12-22,167
S01748,U1527,T03,2023-08-23,76
S01749,U2126,T04,2025-04-09,39
S01750,U2259,T05,2024-10-13,139
S01751,U2313,T03,2023-05-20,58
S01752,U1507,T08,2023-07-13,17
S01753,U0238,T07,2023-12-22,69
S01754,U2051,T08,2025-12-06,154
S01755,U0696,T07,2026-01-11,40
S01756,U0495,T08,2023-09-17,18
S01757,U0317,T08,2023-10-13,60
S01758,U2225,T03,2023-07-04,51
S01759,U1266,T05,2025-06-20,123
S01760,U2417,T08,2023-04-20,161
S01761,U2048,T05,2024-10-26,44
S01762,U1965,T05,2024-04-20,119
S01763,U1418,T01,2025-03-17,83
S01764,U1164,T09,2025-03-15,151
S01765,U1391,T08,2024-04-09,119
S01766,U0874,T05,2024-12-18,64
S01767,U0629,T04,2026-03-28,52
S01768,U1994,T03,2024-08-03,144
S01769,U0540,T10,2025-01-09,137
S01770,U2393,T03,2024-08-29,135
S01771,U1724,T01,2025-05-20,92
S01772,U1330,T08,2024-08-06,76
S01773,U1173,T10,2025-11-20,81
S01774,U0261,T01,2025-10-23,32
S01775,U1977,T02,2024-11-23,131
S01776,U2071,T03,2025-01-01,42
S01777,U2427,T08,2025-12-09,37
S01778,U0259,T05,2023-09-30,159
S01779,U0168,T03,2023-09-09,49
S01780,U1036,T01,2023-10-01,153
S01781,U2486,T01,2026-01-28,144
S01782,U0243,T03,2024-03-07,148
S01783,U1009,T05,2025-02-11,42
S01784,U1371,T04,2025-06-09,149
S01785,U1875,T10,2023-04-22,129
S01786,U1256,T04,2023-07-21,47
S01787,U1322,T10,2025-12-23,36
S01788,U2437,T02,2025-04-10,85
S01789,U1487,T02,2023-09-17,49
S01790,U0292,T06,2023-02-25,50
S01791,U1086,T02,2026-01-20,87
S01792,U1684,T03,2023-12-21,125
S01793,U0512,T08,2024-05-09,52
S01794,U1622,T07,2024-02-21,36
S01795,U0551,T06,2026-01-24,137
S01796,U0022,T04,2023-07-13,146
S01797,U1232,T03,2024-03-17,172
S01798,U2061,T09,2025-02-17,119
S01799,U0164,T10,2025-12-21,156
S01800,U1651,T07,2025-02-16,134
S01801,U1896,T03,2026-02-04,60
S01802,U1084,T06,2024-07-05,173
S01803,U0198,T06,2025-04-07,136
S01804,U0256,T09,2026-03-09,131
S01805,U0442,T04,2024-02-26,41
S01806,U0100,T03,2023-01-07,115
S01807,U2348,T05,2024-07-23,5
S01808,U0417,T01,2026-03-29,101
S01809,U0753,T09,2024-06-03,180
S01810,U0097,T07,2025-10-12,49
S01811,U1196,T05,2023-12-06,132
S01812,U1459,T04,2024-06-10,62
S01813,U1404,T04,2025-07-25,17
S01814,U1095,T06,2025-10-14,178
S01815,U0808,T04,2025-05-29,51
S01816,U1328,T08,2023-02-15,120
S01817,U2268,T07,2024-06-13,56
S01818,U2267,T06,2023-12-29,118
S01819,U2358,T05,2024-01-09,169
S01820,U1731,T04,2024-01-25,20
S01821,U0329,T04,2023-12-09,97
S01822,U1666,T04,2024-02-26,5
S01823,U1803,T06,2025-11-11,151
S01824,U0155,T05,2025-10-30,160
S01825,U2136,T03,2023-08-26,62
S01826,U2099,T02,2023-11-24,111
S01827,U1794,T02,2026-03-12,90
S01828,U0068,T09,2024-09-23,20
S01829,U1726,T06,2025-11-01,149
S01830,U1029,T10,2023-11-10,104
S01831,U0740,T06,2024-10-25,39
S01832,U0516,T09,2025-09-10,169
S01833,U1937,T10,2025-03-13,108
S01834,U0732,T05,2025-08-01,104
S01835,U1385,T10,2023-10-18,99
S01836,U0300,T10,2023-10-19,10
S01837,U0448,T09,2024-04-23,73
S01838,U1157,T04,2023-01-29,151
S01839,U0041,T07,2023-04-18,117
S01840,U0280,T08,2023-10-24,84
S01841,U2204,T10,2023-08-11,176
S01842,U0647,T03,2023-06-03,139
S01843,U0470,T02,2023-11-08,138
S01844,U0026,T08,2026-03-13,30
S01845,U1417,T10,2023-10-16,178
S01846,U0070,T09,2023-02-28,88
S01847,U2035,T10,2024-01-17,158
S01848,U0641,T08,2023-09-06,71
S01849,U0646,T06,2024-12-21,63
S01850,U2075,T02,2023-01-01,127
S01851,U0675,T05,2023-04-25,160
S01852,U2188,T02,2026-04-15,143
S01853,U1129,T06,2024-08-14,92
S01854,U1480,T05,2023-11-28,79
S01855,U2446,T10,2025-02-13,106
S01856,U0804,T06,2023-05-13,165
S01857,U1803,T01,2025-08-13,173
S01858,U1271,T02,2026-01-29,108
S01859,U1121,T09,2024-06-23,57
S01860,U1904,T08,2024-04-20,175
S01861,U1835,T01,2025-05-24,80
S01862,U1150,T01,2023-03-17,59
S01863,U1756,T05,2024-05-10,179
S01864,U1822,T06,2024-11-04,109
S01865,U1198,T09,2023-01-03,73
S01866,U0761,T05,2023-01-14,173
S01867,U0292,T03,2023-11-26,125
S01868,U2392,T10,2023-08-01,82
S01869,U1122,T07,2024-10-26,35
S01870,U0373,T10,2023-08-27,44
S01871,U1484,T02,2023-07-26,68
S01872,U2247,T10,2024-10-06,169
S01873,U2421,T10,2023-03-15,59
S01874,U0915,T06,2023-10-14,21
S01875,U0514,T09,2023-08-28,65
S01876,U0573,T04,2025-09-03,71
S01877,U1623,T06,2025-12-18,29
S01878,U1408,T10,2023-01-03,57
S01879,U0791,T05,2025-12-06,50
S01880,U0373,T08,2023-09-07,10
S01881,U0605,T07,2024-08-20,73
S01882,U2448,T01,2023-08-13,64
S01883,U1208,T01,2024-10-14,11
S01884,U1964,T03,2024-01-28,176
S01885,U0722,T07,2023-10-20,121
S01886,U1822,T03,2024-12-17,34
S01887,U0181,T01,2023-11-02,150
S01888,U1488,T07,2023-06-17,90
S01889,U1307,T06,2023-06-25,17
S01890,U1107,T03,2026-01-01,129
S01891,U1097,T05,2026-01-03,25
S01892,U0623,T06,2023-10-01,63
S01893,U1802,T07,2026-01-07,28
S01894,U1024,T05,2025-08-25,148
S01895,U1537,T04,2023-02-13,68
S01896,U2388,T07,2025-05-01,91
S01897,U0186,T02,2023-02-16,5
S01898,U1046,T07,2023-08-14,97
S01899,U0801,T07,2023-05-19,133
S01900,U1926,T10,2023-10-06,54
S01901,U0248,T02,2026-01-18,159
S01902,U2201,T06,2025-01-14,29
S01903,U1968,T05,2024-12-04,9
S01904,U1823,T01,2024-01-15,5
S01905,U0256,T10,2026-02-14,20
S01906,U2227,T10,2024-07-01,68
S01907,U0691,T10,2023-04-14,112
S01908,U2224,T01,2025-11-11,84
S01909,U1330,T10,2026-01-25,53
S01910,U0084,T07,2026-01-28,105
S01911,U0435,T09,2023-04-10,179
S01912,U2439,T09,2025-05-17,99
S01913,U2405,T01,2024-02-07,98
S01914,U1806,T01,2023-09-19,173
S01915,U1556,T10,2025-10-03,104
S01916,U0397,T06,2023-02-10,164
S01917,U0826,T02,2024-09-18,13
S01918,U1796,T03,2023-01-13,147
S01919,U2244,T08,2023-07-03,45
S01920,U1553,T09,2025-08-19,161
S01921,U1201,T04,2024-12-02,48
S01922,U1614,T05,2026-03-25,37
S01923,U0965,T06,2023-05-18,126
S01924,U1208,T02,2025-02-19,116
S01925,U0929,T04,2024-04-03,124
S01926,U0911,T06,2025-02-07,159
S01927,U1881,T10,2025-09-23,55
S01928,U0329,T03,2026-02-19,141
S01929,U1519,T01,2023-12-24,57
S01930,U2361,T01,2023-07-29,177
S01931,U0928,T01,2025-06-16,90
S01932,U2134,T05,2024-02-17,12
S01933,U0852,T10,2025-01-30,92
S01934,U2037,T10,2024-12-05,31
S01935,U2146,T01,2023-07-16,109
S01936,U1718,T01,2024-02-05,102
S01937,U0373,T09,2026-02-18,124
S01938,U1780,T02,2024-02-26,22
S01939,U1044,T02,2026-04-02,49
S01940,U0195,T03,2024-03-28,150
S01941,U0429,T09,2024-01-29,78
S01942,U0844,T05,2026-02-26,159
S01943,U1760,T10,2024-06-19,49
S01944,U1636,T06,2023-01-06,99
S01945,U1617,T02,2023-03-06,68
S01946,U0764,T03,2024-07-29,81
S01947,U2145,T03,2025-11-17,99
S01948,U0604,T08,2025-07-23,94
S01949,U1932,T04,2024-06-09,50
S01950,U1284,T08,2023-02-12,162
S01951,U1860,T07,2023-11-08,116
S01952,U2233,T06,2023-12-07,5
S01953,U2104,T10,2025-11-13,110
S01954,U0330,T04,2023-01-11,19
S01955,U0403,T03,2023-08-11,68
S01956,U0767,T09,2025-04-26,161
S01957,U1043,T01,2024-06-21,19
S01958,U0753,T06,2024-10-17,134
S01959,U0647,T10,2025-09-08,91
S01960,U0630,T01,2025-11-12,24
S01961,U1501,T10,2024-08-18,125
S01962,U1208,T08,2024-03-20,21
S01963,U2444,T03,2024-02-28,128
S01964,U1127,T05,2026-04-08,169
S01965,U0161,T09,2023-08-25,52
S01966,U1498,T05,2023-11-12,60
S01967,U0062,T05,2026-03-18,106
S01968,U1786,T06,2025-07-05,103
S01969,U0514,T07,2024-02-16,120
S01970,U0237,T05,2024-06-27,71
S01971,U0162,T10,2024-02-07,102
S01972,U1902,T04,2026-01-08,64
S01973,U1038,T03,2026-02-24,91
S01974,U0178,T01,2025-10-02,35
S01975,U0622,T03,2023-03-11,165
S01976,U2080,T05,2024-09-10,6
S01977,U2134,T01,2024-03-18,180
S01978,U1652,T10,2023-08-13,96
S01979,U1752,T09,2023-09-19,59
S01980,U0321,T02,2025-07-04,161
S01981,U1796,T02,2025-11-25,9
S01982,U2096,T04,2023-08-10,14
S01983,U0028,T03,2025-09-26,128
S01984,U1082,T10,2025-08-26,158
S01985,U1255,T07,2024-08-31,9
S01986,U2308,T07,2025-01-16,130
S01987,U1052,T04,2025-11-04,86
S01988,U1435,T03,2023-02-05,28
S01989,U1566,T06,2024-07-06,124
S01990,U1595,T04,2024-10-09,65
S01991,U1782,T03,2023-07-13,48
S01992,U2313,T02,2025-06-18,50
S01993,U0526,T01,2024-11-05,54
S01994,U0034,T05,2023-05-10,59
S01995,U2304,T10,2023-05-02,51
S01996,U1281,T05,2023-02-10,89
S01997,U1964,T06,2025-01-12,23
S01998,U2369,T06,2024-07-16,133
S01999,U2317,T03,2024-10-18,16
S02000,U0976,T02,2024-09-02,147
S02001,U0442,T08,2025-09-25,95
S02002,U0806,T10,2025-05-10,56
S02003,U0916,T10,2023-12-20,66
S02004,U1864,T04,2023-03-30,154
S02005,U0798,T10,2025-01-10,67
S02006,U0808,T09,2023-10-20,53
S02007,U2366,T01,2024-07-06,25
S02008,U0068,T09,2026-03-19,95
S02009,U2163,T01,2023-01-25,23
S02010,U1144,T03,2026-01-03,30
S02011,U1738,T04,2024-08-18,105
S02012,U2082,T05,2023-04-02,109
S02013,U1710,T03,2025-08-10,160
S02014,U2090,T05,2023-09-25,12
S02015,U1033,T02,2025-08-16,60
S02016,U1787,T07,2024-06-20,30
S02017,U0782,T03,2024-11-04,27
S02018,U0094,T03,2026-03-09,24
S02019,U0949,T02,2024-08-05,99
S02020,U0468,T02,2024-10-03,11
S02021,U0777,T04,2024-12-27,136
S02022,U0061,T07,2024-08-02,73
S02023,U1923,T03,2023-03-21,159
S02024,U1638,T08,2025-08-21,6
S02025,U2239,T04,2023-08-23,135
S02026,U1142,T08,2023-10-25,51
S02027,U1950,T04,2023-08-29,153
S02028,U0513,T09,2024-11-09,56
S02029,U1272,T07,2025-04-27,112
S02030,U0692,T09,2025-07-12,68
S02031,U0098,T07,2023-02-26,58
S02032,U0685,T03,2025-07-06,167
S02033,U2430,T09,2024-03-09,79
S02034,U1825,T09,2024-01-15,137
S02035,U0823,T05,2023-12-26,48
S02036,U2102,T09,2023-05-31,10
S02037,U2127,T07,2024-06-24,11
S02038,U0763,T05,2025-12-10,76
S02039,U1717,T10,2023-06-06,96
S02040,U0248,T09,2025-01-27,113
S02041,U0466,T08,2024-12-11,123
S02042,U1428,T07,2023-05-24,173
S02043,U0176,T06,2026-02-27,45
S02044,U1157,T04,2023-09-18,44
S02045,U0004,T09,2026-03-31,118
S02046,U0105,T04,2025-05-24,45
S02047,U2035,T02,2023-07-25,69
S02048,U1566,T04,2025-07-17,24
S02049,U1720,T07,2025-05-18,78
S02050,U1942,T08,2025-02-18,152
S02051,U2202,T10,2023-09-08,93
S02052,U0182,T08,2024-04-27,99
S02053,U0863,T02,2025-02-10,103
S02054,U0419,T07,2025-04-12,53
S02055,U0742,T01,2023-05-13,114
S02056,U0177,T06,2025-04-10,47
S02057,U0336,T03,2025-11-22,40
S02058,U0629,T03,2025-02-26,163
S02059,U1865,T08,2025-08-04,149
S02060,U1514,T05,2023-04-19,126
S02061,U1560,T07,2025-02-11,133
S02062,U0422,T02,2025-09-15,79
S02063,U0173,T10,2025-07-15,32
S02064,U1139,T10,2023-12-23,12
S02065,U1962,T01,2024-03-02,130
S02066,U0125,T09,2025-10-06,91
S02067,U2006,T05,2025-08-05,133
S02068,U1502,T03,2024-10-04,90
S02069,U1643,T05,2023-03-23,146
S02070,U0042,T05,2025-09-24,136
S02071,U1195,T04,2025-03-22,17
S02072,U1393,T07,2026-04-05,145
S02073,U0553,T09,2025-12-03,42
S02074,U0555,T06,2023-06-12,169
S02075,U2406,T09,2023-04-22,113
S02076,U1870,T08,2026-01-26,146
S02077,U1789,T09,2023-06-22,144
S02078,U2322,T01,2023-01-09,62
S02079,U0848,T02,2024-10-31,100
S02080,U2282,T10,2025-11-08,95
S02081,U1211,T02,2025-02-05,44
S02082,U2159,T01,2023-05-19,124
S02083,U2208,T09,2024-06-24,94
S02084,U2456,T04,2024-01-02,68
S02085,U0609,T08,2025-06-18,6
S02086,U1308,T07,2025-05-08,27
S02087,U1801,T07,2025-05-11,140
S02088,U0200,T10,2024-02-01,150
S02089,U0640,T07,2023-03-14,109
S02090,U0250,T03,2025-04-24,128
S02091,U1151,T07,2023-03-18,120
S02092,U0235,T07,2023-06-10,152
S02093,U0294,T09,2025-05-25,85
S02094,U0631,T02,2024-08-16,78
S02095,U1080,T04,2023-01-10,37
S02096,U1724,T05,2023-06-26,143
S02097,U1415,T06,2023-10-13,29
S02098,U0196,T02,2025-08-16,136
S02099,U1662,T04,2026-03-13,127
S02100,U0573,T01,2023-12-27,10
S02101,U1392,T07,2024-10-22,106
S02102,U1465,T07,2025-12-12,71
S02103,U2491,T03,2025-08-08,163
S02104,U1578,T05,2024-08-30,98
S02105,U0954,T01,2025-02-09,161
S02106,U1056,T02,2023-11-03,138
S02107,U2066,T04,2025-01-20,139
S02108,U1130,T08,2025-01-31,176
S02109,U0495,T06,2023-03-18,6
S02110,U0839,T06,2026-03-31,101
S02111,U0052,T03,2025-08-21,17
S02112,U1227,T10,2023-07-20,161
S02113,U1047,T07,2024-12-16,152
S02114,U1035,T06,2026-01-15,128
S02115,U1411,T07,2024-05-26,161
S02116,U0843,T09,2024-02-04,176
S02117,U0970,T01,2025-04-02,26
S02118,U0729,T04,2026-02-10,6
S02119,U1032,T03,2025-07-25,145
S02120,U1027,T02,2023-11-05,62
S02121,U2336,T05,2023-12-06,28
S02122,U2262,T05,2025-05-06,148
S02123,U1019,T05,2024-04-22,54
S02124,U0380,T01,2024-04-07,44
S02125,U0218,T04,2024-01-29,180
S02126,U0444,T04,2025-09-30,169
S02127,U0374,T05,2025-07-05,158
S02128,U2193,T08,2025-06-15,142
S02129,U2391,T08,2023-10-12,92
S02130,U1269,T03,2023-08-04,40
S02131,U0520,T05,2025-11-19,62
S02132,U1748,T07,2023-12-27,164
S02133,U2482,T07,2023-12-19,128
S02134,U0225,T02,2025-06-10,110
S02135,U0416,T05,2023-03-14,178
S02136,U0889,T01,2026-04-14,14
S02137,U0714,T09,2025-03-12,88
S02138,U0981,T08,2025-10-23,66
S02139,U1495,T08,2024-11-03,171
S02140,U2382,T04,2023-12-25,155
S02141,U0554,T09,2023-08-22,116
S02142,U1325,T01,2023-08-08,126
S02143,U0685,T07,2024-07-01,93
S02144,U1620,T01,2025-04-16,131
S02145,U1955,T10,2024-12-25,68
S02146,U0775,T08,2025-12-01,83
S02147,U0487,T03,2025-08-22,69
S02148,U0335,T02,2025-02-16,86
S02149,U0088,T02,2024-11-28,14
S02150,U2273,T04,2026-02-02,25
S02151,U1685,T04,2023-07-29,85
S02152,U1887,T08,2023-07-22,154
S02153,U1791,T09,2024-11-27,28
S02154,U0874,T09,2026-03-12,104
S02155,U0728,T09,2025-01-02,45
S02156,U0212,T08,2023-06-02,49
S02157,U0929,T04,2024-06-24,5
S02158,U1795,T09,2025-11-24,62
S02159,U1371,T06,2025-09-03,101
S02160,U0230,T04,2024-01-06,73
S02161,U0337,T05,2025-04-21,147
S02162,U1610,T04,2023-01-13,168
S02163,U2136,T04,2023-11-18,36
S02164,U0089,T08,2024-09-29,148
S02165,U0311,T05,2023-04-22,61
S02166,U2388,T01,2023-06-13,33
S02167,U0285,T09,2024-04-18,133
S02168,U0453,T08,2025-01-21,69
S02169,U2306,T09,2023-12-14,28
S02170,U1119,T02,2025-12-21,5
S02171,U0259,T07,2023-04-19,124
S02172,U1836,T08,2023-04-03,18
S02173,U0610,T01,2023-08-01,177
S02174,U1606,T03,2023-06-22,75
S02175,U1553,T08,2023-04-02,166
S02176,U2019,T01,2023-09-20,67
S02177,U1166,T03,2023-02-06,105
S02178,U2019,T01,2024-04-29,122
S02179,U0712,T06,2023-03-15,147
S02180,U0415,T08,2024-12-09,39
S02181,U1522,T09,2025-01-04,95
S02182,U0881,T02,2023-12-07,91
S02183,U2201,T08,2023-11-08,71
S02184,U0016,T08,2023-09-13,74
S02185,U1851,T04,2023-06-20,5
S02186,U0870,T10,2024-12-12,47
S02187,U1534,T08,2025-07-05,114
S02188,U0556,T06,2025-10-20,105
S02189,U0866,T02,2023-04-04,95
S02190,U1698,T02,2024-06-29,141
S02191,U2338,T06,2023-01-12,94
S02192,U0096,T02,2023-11-24,64
S02193,U2319,T01,2023-09-18,111
S02194,U2207,T09,2023-11-07,113
S02195,U1493,T09,2024-09-14,50
S02196,U1073,T01,2024-10-11,106
S02197,U1531,T01,2023-05-01,179
S02198,U0015,T06,2025-05-16,179
S02199,U0456,T03,2025-08-29,10
S02200,U1392,T10,2023-07-28,95
S02201,U2316,T06,2023-11-04,47
S02202,U0241,T03,2024-09-26,131
S02203,U1905,T03,2025-09-19,163
S02204,U0132,T06,2024-12-07,90
S02205,U1384,T01,2023-07-28,108
S02206,U1669,T08,2025-08-08,166
S02207,U0860,T04,2023-08-11,16
S02208,U2179,T01,2025-09-14,69
S02209,U2441,T04,2025-12-15,143
S02210,U0332,T07,2025-12-31,136
S02211,U1389,T02,2026-01-30,64
S02212,U1610,T05,2024-12-11,113
S02213,U0060,T01,2024-06-10,35
S02214,U1359,T09,2023-09-20,91
S02215,U0230,T10,2023-07-20,100
S02216,U1327,T10,2025-08-27,76
S02217,U1038,T03,2025-09-07,84
S02218,U0749,T01,2024-03-03,48
S02219,U0622,T05,2025-09-22,29
S02220,U2358,T08,2024-07-27,44
S02221,U0738,T01,2023-04-29,159
S02222,U0138,T08,2024-01-04,100
S02223,U0898,T09,2024-03-10,12
S02224,U2289,T09,2025-12-26,75
S02225,U2423,T04,2025-09-23,153
S02226,U2189,T01,2023-07-28,28
S02227,U1314,T08,2025-09-02,66
S02228,U1760,T04,2023-02-10,38
S02229,U0776,T03,2024-07-08,10
